Puntaje estudiante;;;;;;;;;;Municipio estudiante;;;Departamento estudiante;
Puntaje total;ESTU_CONSECUTIVO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;CODIGO;ESTU_RESIDE_MCPIO;;CODIGO;DEPARTAMENTO
319;SABER1120121048421;48;52;42;34;39;40;25;39;;;;;
371;SABER1120121048422;56;49;48;41;49;49;42;37;;;;;
270;SABER1120121048423;38;29;31;33;26;44;29;40;;;;;
431;SABER1120121048424;59;57;46;53;55;54;57;50;;;;;
294;SABER1120121048425;19;37;36;39;46;44;44;29;;;;;
296;SABER1120121048426;38;37;38;29;39;43;39;33;;;;;
307;SABER1120121048427;50;37;42;36;26;40;37;39;;;;;
350;SABER1120121048428;48;52;42;40;44;43;39;42;;;;;
313;SABER1120121048429;41;40;36;37;46;43;39;31;;;;;
314;SABER1120121048430;44;29;42;29;46;40;42;42;;;;;
336;SABER1120121048431;48;37;49;36;47;47;37;35;;;;;
308;SABER1120121048432;39;37;42;36;42;44;33;35;;;;;
314;SABER1120121048433;38;46;31;32;34;38;52;43;;;;;
336;SABER1120121048434;41;43;42;48;42;40;47;33;;;;;
283;SABER1120121048435;38;37;36;26;34;44;33;35;;;;;
303;SABER1120121048436;41;33;44;39;42;36;33;35;;;;;
332;SABER1120121048437;48;25;42;50;40;45;40;42;;;;;
313;SABER1120121048438;46;46;38;27;34;40;49;33;;;;;
359;SABER1120121048439;59;41;53;33;42;42;52;37;;;;;
407;SABER1120121048440;50;63;49;57;56;43;54;35;;;;;
308;SABER1120121048441;39;34;41;23;42;50;40;39;;;;;
331;SABER1120121048442;41;34;42;39;42;38;52;43;;;;;
407;SABER1120121048443;56;54;58;43;54;53;54;35;;;;;
337;SABER1120121048444;46;40;42;38;42;40;52;37;;;;;
327;SABER1120121048445;32;44;51;37;44;40;44;35;;;;;
304;SABER1120121048446;50;49;40;37;37;40;18;33;;;;;
308;SABER1120121048447;41;34;34;33;45;44;40;37;;;;;
298;SABER1120121048448;41;30;36;29;36;45;42;39;;;;;
322;SABER1120121048449;44;41;44;31;36;45;42;39;;;;;
304;SABER1120121048450;46;34;42;32;37;40;42;31;;;;;
339;SABER1120121048451;46;37;49;46;55;38;42;26;;;;;
314;SABER1120121048452;52;49;44;29;48;19;36;37;;;;;
343;SABER1120121048453;48;34;55;38;45;45;52;26;;;;;
373;SABER1120121048454;50;52;53;43;42;44;39;50;;;;;
319;SABER1120121048455;41;43;46;33;37;45;54;20;;;;;
372;SABER1120121048456;59;46;51;46;55;30;42;43;;;;;
342;SABER1120121048457;41;29;49;46;48;42;42;45;;;;;
358;SABER1120121048458;52;43;36;46;51;47;52;31;;;;;
309;SABER1120121048459;35;33;44;36;34;45;43;39;;;;;
315;SABER1120121048460;41;37;36;41;39;42;39;40;;;;;
343;SABER1120121048461;48;49;41;36;34;50;46;39;;;;;
312;SABER1120121048462;35;37;40;38;45;29;49;39;;;;;
315;SABER1120121048463;44;40;45;32;39;44;36;35;;;;;
289;SABER1120121048464;39;34;28;30;42;40;37;39;;;;;
295;SABER1120121048465;39;33;42;29;42;38;39;33;;;;;
316;SABER1120121048466;36;52;48;26;42;32;47;33;;;;;
300;SABER1120121048467;41;44;41;27;37;42;37;31;;;;;
335;SABER1120121048468;48;43;42;42;44;37;36;43;;;;;
317;SABER1120121048469;41;51;28;34;39;42;49;33;;;;;
344;SABER1120121048470;48;55;46;38;51;29;37;40;;;;;
312;SABER1120121048471;50;29;47;26;39;42;39;40;;;;;
303;SABER1120121048472;44;49;34;19;42;40;40;35;;;;;
339;SABER1120121048473;52;49;47;39;39;45;29;39;;;;;
333;SABER1120121048474;46;46;45;34;37;42;44;39;;;;;
356;SABER1120121048475;61;46;44;41;37;44;40;43;;;;;
271;SABER1120121048476;41;30;44;22;34;36;29;35;;;;;
332;SABER1120121048477;54;40;46;29;44;38;42;39;;;;;
356;SABER1120121048478;46;52;57;41;42;47;40;31;;;;;
333;SABER1120121048479;46;34;46;37;34;36;57;43;;;;;
273;SABER1120121048480;27;34;25;34;39;47;25;42;;;;;
300;SABER1120121048481;44;40;38;29;42;42;25;40;;;;;
283;SABER1120121048482;39;30;36;30;40;38;24;46;;;;;
375;SABER1120121048483;56;41;53;41;49;43;39;53;;;;;
311;SABER1120121048484;41;37;42;36;45;44;37;29;;;;;
351;SABER1120121048485;46;47;44;36;39;47;55;37;;;;;
300;SABER1120121048486;46;46;33;19;42;42;33;39;;;;;
333;SABER1120121048487;52;40;44;33;45;42;37;40;;;;;
304;SABER1120121048488;44;46;40;26;21;44;44;39;;;;;
350;SABER1120121048489;44;43;53;32;46;44;49;39;;;;;
333;SABER1120121048490;44;41;41;37;46;47;42;35;;;;;
332;SABER1120121048491;44;40;42;43;45;38;40;40;;;;;
340;SABER1120121048492;41;52;51;36;40;45;29;46;;;;;
350;SABER1120121048493;48;44;44;39;44;49;36;46;;;;;
324;SABER1120121048494;32;40;40;41;46;42;52;31;;;;;
357;SABER1120121048495;50;49;49;49;42;43;36;39;;;;;
324;SABER1120121048496;38;49;36;37;39;37;51;37;;;;;
339;SABER1120121048497;54;37;42;43;42;45;33;43;;;;;
325;SABER1120121048498;50;46;45;46;39;44;29;26;;;;;
323;SABER1120121048499;44;30;42;45;37;48;37;40;;;;;
275;SABER1120121048500;35;29;42;22;37;40;39;31;;;;;
269;SABER1120121048501;39;24;31;33;34;32;37;39;;;;;
338;SABER1120121048502;46;46;40;36;42;45;46;37;;;;;
375;SABER1120121048503;48;40;42;50;51;48;54;42;;;;;
308;SABER1120121048504;44;49;36;39;42;36;36;26;;;;;
327;SABER1120121048505;41;43;44;30;47;40;40;42;;;;;
317;SABER1120121048506;38;37;44;48;42;38;44;26;;;;;
435;SABER1120121048507;52;63;51;60;56;51;62;40;;;;;
403;SABER1120121048508;63;65;49;44;49;46;48;39;;;;;
226;SABER1120121048509;18;49;40;38;11;0;37;33;;;;;
382;SABER1120121048510;59;57;44;38;51;50;46;37;;;;;
307;SABER1120121048511;54;44;39;32;30;47;44;17;;;;;
393;SABER1120121048512;59;47;55;46;44;50;49;43;;;;;
349;SABER1120121048513;48;44;44;46;46;40;44;37;;;;;
312;SABER1120121048514;35;34;45;43;47;38;33;37;;;;;
357;SABER1120121048515;52;54;44;36;42;57;29;43;;;;;
354;SABER1120121048516;41;49;46;39;51;39;50;39;;;;;
349;SABER1120121048517;57;29;51;41;39;50;42;40;;;;;
373;SABER1120121048518;52;47;48;34;48;42;59;43;;;;;
311;SABER1120121048519;32;43;42;44;42;32;36;40;;;;;
316;SABER1120121048520;44;37;42;30;42;42;46;33;;;;;
356;SABER1120121048521;46;40;51;39;46;47;44;43;;;;;
275;SABER1120121048522;41;19;42;33;45;35;37;23;;;;;
339;SABER1120121048523;46;49;38;33;45;48;40;40;;;;;
304;SABER1120121048524;38;25;33;34;37;45;52;40;;;;;
410;SABER1120121048525;54;54;48;41;51;66;54;42;;;;;
319;SABER1120121048526;39;49;41;37;37;40;33;43;;;;;
385;SABER1120121048527;46;57;52;43;47;53;52;35;;;;;
349;SABER1120121048528;48;49;45;38;49;40;43;37;;;;;
315;SABER1120121048529;46;33;36;37;46;42;52;23;;;;;
350;SABER1120121048530;46;60;42;41;48;40;33;40;;;;;
401;SABER1120121048531;54;57;51;48;47;47;54;43;;;;;
339;SABER1120121048532;46;51;40;48;42;43;36;33;;;;;
311;SABER1120121048533;46;24;42;33;47;47;33;39;;;;;
396;SABER1120121048534;54;59;54;43;58;45;40;43;;;;;
299;SABER1120121048535;48;34;49;31;39;43;29;26;;;;;
368;SABER1120121048536;48;40;55;45;49;48;37;46;;;;;
304;SABER1120121048537;46;34;42;32;37;45;29;39;;;;;
295;SABER1120121048538;44;43;31;29;37;38;36;37;;;;;
388;SABER1120121048539;54;49;56;41;53;54;42;39;;;;;
349;SABER1120121048540;44;57;39;36;45;45;40;43;;;;;
316;SABER1120121048541;46;43;36;36;42;50;40;23;;;;;
318;SABER1120121048542;46;40;38;30;45;44;40;35;;;;;
309;SABER1120121048543;48;24;33;41;37;42;37;47;;;;;
303;SABER1120121048544;50;46;38;36;26;37;44;26;;;;;
340;SABER1120121048545;52;46;34;41;34;44;49;40;;;;;
297;SABER1120121048546;41;37;42;29;30;45;42;31;;;;;
341;SABER1120121048547;50;46;36;38;49;45;37;40;;;;;
297;SABER1120121048548;48;40;36;32;39;30;39;33;;;;;
302;SABER1120121048549;44;37;34;46;39;38;29;35;;;;;
311;SABER1120121048550;48;25;39;29;46;40;44;40;;;;;
377;SABER1120121048551;48;49;53;34;46;49;55;43;;;;;
318;SABER1120121048552;48;41;49;26;44;45;32;33;;;;;
269;SABER1120121048553;46;25;40;36;26;29;32;35;;;;;
304;SABER1120121048554;35;52;31;36;34;40;37;39;;;;;
316;SABER1120121048555;50;37;44;36;45;40;29;35;;;;;
355;SABER1120121048556;44;44;41;43;49;47;44;43;;;;;
324;SABER1120121048557;48;43;38;45;45;45;43;17;;;;;
312;SABER1120121048558;38;46;40;38;34;42;37;37;;;;;
291;SABER1120121048559;31;43;38;41;37;38;37;26;;;;;
334;SABER1120121048560;41;43;45;41;49;45;37;33;;;;;
324;SABER1120121048561;48;34;41;38;34;44;43;42;;;;;
337;SABER1120121048562;44;46;49;34;37;36;52;39;;;;;
292;SABER1120121048563;38;37;34;38;40;35;37;33;;;;;
334;SABER1120121048564;38;46;55;32;42;44;44;33;;;;;
297;SABER1120121048565;39;33;38;26;46;47;39;29;;;;;
287;SABER1120121048566;32;37;36;32;39;38;47;26;;;;;
301;SABER1120121048567;36;49;41;18;46;33;47;31;;;;;
322;SABER1120121048568;46;33;40;46;33;49;44;31;;;;;
308;SABER1120121048569;41;33;40;34;39;42;36;43;;;;;
326;SABER1120121048570;54;41;39;41;34;40;44;33;;;;;
381;SABER1120121048571;56;57;41;43;55;49;47;33;;;;;
309;SABER1120121048572;48;40;38;43;20;45;49;26;;;;;
334;SABER1120121048573;54;37;42;33;51;40;40;37;;;;;
320;SABER1120121048574;41;30;45;30;51;40;40;43;;;;;
282;SABER1120121048575;41;29;38;48;26;38;29;33;;;;;
329;SABER1120121048576;52;34;48;33;51;45;24;42;;;;;
308;SABER1120121048577;52;30;47;32;39;38;39;31;;;;;
289;SABER1120121048578;35;49;38;13;20;48;43;43;;;;;
331;SABER1120121048579;56;40;42;39;37;44;42;31;;;;;
341;SABER1120121048580;44;44;39;43;37;42;49;43;;;;;
253;SABER1120121048581;41;34;20;32;34;26;29;37;;;;;
285;SABER1120121048582;36;44;34;29;44;19;44;35;;;;;
318;SABER1120121048583;46;30;49;44;42;41;23;43;;;;;
333;SABER1120121048584;48;40;45;41;37;42;40;40;;;;;
319;SABER1120121048585;39;49;38;34;42;38;39;40;;;;;
320;SABER1120121048586;27;52;40;34;46;42;36;43;;;;;
315;SABER1120121048587;41;46;42;43;37;42;33;31;;;;;
326;SABER1120121048588;48;46;36;29;44;38;52;33;;;;;
304;SABER1120121048589;39;46;42;33;30;48;33;33;;;;;
296;SABER1120121048590;44;40;40;29;39;39;28;37;;;;;
365;SABER1120121048591;46;46;52;39;39;47;36;60;;;;;
390;SABER1120121048592;57;52;49;47;44;45;39;57;;;;;
408;SABER1120121048593;56;62;58;47;49;51;45;40;;;;;
325;SABER1120121048594;48;34;44;32;53;32;36;46;;;;;
374;SABER1120121048595;54;60;49;23;37;47;52;52;;;;;
353;SABER1120121048596;46;54;44;36;46;45;42;40;;;;;
452;SABER1120121048597;65;54;57;60;55;51;45;65;;;;;
386;SABER1120121048598;50;54;47;37;42;54;52;50;;;;;
377;SABER1120121048599;52;60;51;46;37;38;33;60;;;;;
394;SABER1120121048600;56;51;47;34;44;60;52;50;;;;;
527;SABER1120121048601;61;90;58;64;57;60;65;72;;;;;
363;SABER1120121048602;56;49;50;39;46;45;33;45;;;;;
432;SABER1120121048603;59;49;57;54;53;51;54;55;;;;;
478;SABER1120121048604;61;75;51;52;56;55;65;63;;;;;
518;SABER1120121048605;61;75;64;71;56;61;62;68;;;;;
330;SABER1120121048606;48;37;44;34;49;41;32;45;;;;;
321;SABER1120121048607;50;37;42;33;34;42;40;43;;;;;
476;SABER1120121048608;56;49;58;53;55;60;57;88;;;;;
493;SABER1120121048609;54;72;60;53;58;50;63;83;;;;;
329;SABER1120121048610;48;52;42;22;46;37;42;40;;;;;
421;SABER1120121048611;59;71;54;38;47;50;57;45;;;;;
422;SABER1120121048612;59;54;44;46;51;54;63;51;;;;;
318;SABER1120121048613;46;45;46;28;30;42;42;39;;;;;
392;SABER1120121048614;48;75;37;41;47;47;54;43;;;;;
372;SABER1120121048615;54;46;47;46;42;50;39;48;;;;;
336;SABER1120121048616;48;49;47;37;39;37;39;40;;;;;
414;SABER1120121048617;54;54;46;50;46;52;47;65;;;;;
373;SABER1120121048618;59;46;45;36;47;35;40;65;;;;;
326;SABER1120121048619;52;40;45;37;48;36;29;39;;;;;
384;SABER1120121048620;56;55;46;50;42;44;54;37;;;;;
340;SABER1120121048621;44;37;42;31;46;43;47;50;;;;;
432;SABER1120121048622;56;51;52;43;49;49;60;72;;;;;
454;SABER1120121048623;61;60;58;58;51;60;55;51;;;;;
411;SABER1120121048624;48;59;53;43;55;37;55;61;;;;;
341;SABER1120121048625;50;52;44;42;42;39;39;33;;;;;
413;SABER1120121048626;63;57;45;50;54;47;54;43;;;;;
402;SABER1120121048627;54;41;51;46;49;56;52;53;;;;;
335;SABER1120121048628;50;37;47;35;39;39;42;46;;;;;
375;SABER1120121048629;46;43;51;39;46;49;50;51;;;;;
390;SABER1120121048630;52;51;59;45;45;42;51;45;;;;;
403;SABER1120121048631;60;63;42;33;47;44;61;53;;;;;
455;SABER1120121048632;56;57;60;52;49;71;51;59;;;;;
501;SABER1120121048633;54;66;62;60;55;65;51;88;;;;;
521;SABER1120121048634;54;79;53;69;55;65;66;80;;;;;
351;SABER1120121048635;46;34;42;44;46;55;45;39;;;;;
343;SABER1120121048636;54;46;36;34;44;38;44;47;;;;;
365;SABER1120121048637;48;52;42;35;44;51;51;42;;;;;
358;SABER1120121048638;59;43;38;41;49;45;36;47;;;;;
447;SABER1120121048639;57;60;54;54;53;57;57;55;;;;;
361;SABER1120121048640;52;41;48;44;51;43;39;43;;;;;
362;SABER1120121048641;48;44;48;34;39;43;47;59;;;;;
369;SABER1120121048642;48;46;49;39;46;49;42;50;;;;;
389;SABER1120121048643;52;52;49;41;49;57;46;43;;;;;
396;SABER1120121048644;48;54;52;53;51;37;42;59;;;;;
460;SABER1120121048645;44;55;42;41;60;60;88;70;;;;;
337;SABER1120121048646;50;46;38;44;42;46;23;48;;;;;
407;SABER1120121048647;52;46;50;49;51;51;57;51;;;;;
442;SABER1120121048648;61;57;54;34;60;54;54;68;;;;;
418;SABER1120121048649;59;55;42;50;46;54;60;52;;;;;
463;SABER1120121048650;66;54;53;57;49;61;62;61;;;;;
395;SABER1120121048651;52;49;38;43;47;52;54;60;;;;;
365;SABER1120121048652;48;54;40;31;46;41;52;53;;;;;
321;SABER1120121048653;38;49;44;19;40;40;40;51;;;;;
476;SABER1120121048654;63;71;57;52;46;61;69;57;;;;;
349;SABER1120121048655;48;37;44;50;39;41;47;43;;;;;
351;SABER1120121048656;59;52;47;36;33;41;44;39;;;;;
468;SABER1120121048657;61;49;58;60;53;59;45;83;;;;;
402;SABER1120121048658;54;57;51;46;49;52;50;43;;;;;
418;SABER1120121048659;56;57;44;42;56;51;62;50;;;;;
388;SABER1120121048660;54;52;48;49;44;50;48;43;;;;;
445;SABER1120121048661;50;51;60;50;45;55;57;77;;;;;
389;SABER1120121048662;52;60;52;44;39;48;39;55;;;;;
390;SABER1120121048663;54;57;44;44;53;45;54;39;;;;;
377;SABER1120121048664;48;51;45;47;44;57;54;31;;;;;
345;SABER1120121048665;44;51;49;44;33;43;42;39;;;;;
363;SABER1120121048666;59;43;49;50;51;42;29;40;;;;;
343;SABER1120121048667;41;49;42;33;47;45;40;46;;;;;
376;SABER1120121048668;50;51;53;46;53;49;39;35;;;;;
288;SABER1120121048669;38;40;36;30;42;38;29;35;;;;;
325;SABER1120121048670;46;52;47;41;44;33;33;29;;;;;
363;SABER1120121048671;54;57;50;39;46;41;36;40;;;;;
297;SABER1120121048672;44;37;40;39;34;36;44;23;;;;;
397;SABER1120121048673;50;57;47;32;51;61;51;48;;;;;
418;SABER1120121048674;59;43;64;48;51;56;54;43;;;;;
350;SABER1120121048675;46;49;0;42;36;45;57;75;;;;;
490;SABER1120121048676;56;66;70;65;63;58;60;52;;;;;
354;SABER1120121048677;39;49;42;39;46;52;47;40;;;;;
395;SABER1120121048678;50;41;49;46;53;54;50;52;;;;;
360;SABER1120121048679;54;47;41;44;56;48;39;31;;;;;
392;SABER1120121048680;56;52;49;41;58;47;50;39;;;;;
430;SABER1120121048681;56;51;50;55;51;60;55;52;;;;;
381;SABER1120121048682;52;46;47;43;55;47;52;39;;;;;
423;SABER1120121048683;63;57;53;41;55;58;54;42;;;;;
352;SABER1120121048684;41;45;46;41;43;42;51;43;;;;;
318;SABER1120121048685;50;43;42;47;33;28;36;39;;;;;
358;SABER1120121048686;57;43;40;43;42;52;36;45;;;;;
395;SABER1120121048687;52;55;51;44;49;48;48;48;;;;;
375;SABER1120121048688;46;46;44;42;49;48;54;46;;;;;
388;SABER1120121048689;50;55;48;48;49;53;40;45;;;;;
357;SABER1120121048690;52;43;50;32;46;53;42;39;;;;;
342;SABER1120121048691;50;46;40;33;47;40;46;40;;;;;
338;SABER1120121048692;50;57;42;41;48;40;25;35;;;;;
382;SABER1120121048693;50;47;48;38;51;45;60;43;;;;;
286;SABER1120121048694;44;33;40;26;46;33;44;20;;;;;
322;SABER1120121048695;44;49;47;39;42;37;24;40;;;;;
367;SABER1120121048696;50;43;49;46;46;49;42;42;;;;;
362;SABER1120121048697;50;46;48;39;53;47;36;43;;;;;
443;SABER1120121048698;66;71;52;50;58;57;63;26;;;;;
298;SABER1120121048699;46;37;46;34;37;30;33;35;;;;;
322;SABER1120121048700;46;43;47;50;42;30;29;35;;;;;
354;SABER1120121048701;50;40;44;48;49;40;43;40;;;;;
309;SABER1120121048702;46;37;38;34;42;43;36;33;;;;;
334;SABER1120121048703;41;49;47;34;39;39;42;43;;;;;
335;SABER1120121048704;54;37;45;29;42;46;42;40;;;;;
298;SABER1120121048705;46;30;38;41;26;44;36;37;;;;;
353;SABER1120121048706;46;49;40;50;51;47;44;26;;;;;
332;SABER1120121048707;52;30;40;36;42;47;46;39;;;;;
391;SABER1120121048708;52;49;55;57;51;43;45;39;;;;;
361;SABER1120121048709;52;40;48;41;51;39;42;48;;;;;
354;SABER1120121048710;50;54;49;41;40;44;37;39;;;;;
417;SABER1120121048711;66;54;49;42;51;53;59;43;;;;;
321;SABER1120121048712;48;43;45;37;39;47;33;29;;;;;
329;SABER1120121048713;50;29;38;32;46;46;45;43;;;;;
316;SABER1120121048714;44;40;36;26;36;45;50;39;;;;;
363;SABER1120121048715;52;33;42;45;51;45;52;43;;;;;
318;SABER1120121048716;46;51;45;29;33;39;42;33;;;;;
309;SABER1120121048717;52;47;44;32;36;37;28;33;;;;;
312;SABER1120121048718;44;29;49;47;36;45;42;20;;;;;
448;SABER1120121048719;54;52;57;54;56;61;62;52;;;;;
321;SABER1120121048720;46;40;49;43;37;32;37;37;;;;;
305;SABER1120121048721;48;40;36;29;36;41;32;43;;;;;
320;SABER1120121048722;46;41;44;36;42;35;37;39;;;;;
331;SABER1120121048723;35;40;40;33;51;47;46;39;;;;;
330;SABER1120121048724;48;49;42;34;39;47;32;39;;;;;
338;SABER1120121048725;46;46;38;36;33;52;52;35;;;;;
404;SABER1120121048726;66;40;57;53;51;49;42;46;;;;;
312;SABER1120121048727;44;29;46;36;39;39;36;43;;;;;
331;SABER1120121048728;46;46;52;32;42;41;39;33;;;;;
371;SABER1120121048729;59;49;44;41;21;54;55;48;;;;;
324;SABER1120121048730;39;46;33;34;46;49;32;45;;;;;
331;SABER1120121048731;39;52;44;31;39;39;47;40;;;;;
371;SABER1120121048732;50;46;45;37;48;49;59;37;;;;;
324;SABER1120121048733;41;57;40;29;51;36;25;45;;;;;
347;SABER1120121048734;35;52;51;39;44;40;44;42;;;;;
327;SABER1120121048735;44;52;34;29;44;45;48;31;;;;;
313;SABER1120121048736;56;34;47;36;30;40;37;33;;;;;
349;SABER1120121048737;50;44;49;33;49;44;43;37;;;;;
392;SABER1120121048738;44;52;55;44;49;59;36;53;;;;;
365;SABER1120121048739;46;49;44;48;51;43;39;45;;;;;
333;SABER1120121048740;46;34;38;30;47;45;46;47;;;;;
312;SABER1120121048741;41;49;36;29;34;47;36;40;;;;;
314;SABER1120121048742;44;37;28;39;42;45;44;35;;;;;
312;SABER1120121048743;39;33;44;37;51;37;28;43;;;;;
404;SABER1120121048744;50;52;58;52;49;50;54;39;;;;;
418;SABER1120121048745;50;65;56;41;47;50;52;57;;;;;
286;SABER1120121048746;44;18;49;29;42;36;42;26;;;;;
333;SABER1120121048747;52;43;48;33;37;47;40;33;;;;;
265;SABER1120121048748;44;25;33;26;39;43;24;31;;;;;
373;SABER1120121048749;46;37;44;53;49;47;47;50;;;;;
367;SABER1120121048750;44;54;49;39;39;50;44;48;;;;;
332;SABER1120121048751;48;43;40;34;46;47;39;35;;;;;
329;SABER1120121048752;52;49;46;26;33;41;47;35;;;;;
313;SABER1120121048753;44;54;38;27;42;48;37;23;;;;;
352;SABER1120121048754;41;40;49;33;51;53;54;31;;;;;
419;SABER1120121048755;63;46;52;50;53;50;44;61;;;;;
333;SABER1120121048756;46;37;42;46;46;40;33;43;;;;;
401;SABER1120121048757;50;47;55;50;58;49;47;45;;;;;
305;SABER1120121048758;46;37;36;34;46;43;32;31;;;;;
377;SABER1120121048759;48;52;45;39;49;50;52;42;;;;;
435;SABER1120121048760;61;34;60;50;61;53;63;53;;;;;
339;SABER1120121048761;41;49;42;30;42;47;43;45;;;;;
347;SABER1120121048762;46;51;38;35;49;37;45;46;;;;;
347;SABER1120121048763;44;52;41;32;55;47;33;43;;;;;
276;SABER1120121048764;32;30;31;27;34;40;43;39;;;;;
402;SABER1120121048765;61;54;42;46;46;54;52;47;;;;;
376;SABER1120121048766;54;30;58;39;46;54;52;43;;;;;
285;SABER1120121048767;38;30;40;27;37;47;33;33;;;;;
301;SABER1120121048768;50;34;40;43;34;49;9;42;;;;;
294;SABER1120121048769;46;37;38;23;47;40;49;14;;;;;
420;SABER1120121048770;56;52;51;55;51;60;47;48;;;;;
328;SABER1120121048771;48;54;40;37;34;40;36;39;;;;;
298;SABER1120121048772;39;41;34;30;40;40;37;37;;;;;
364;SABER1120121048773;46;46;46;30;49;52;52;43;;;;;
310;SABER1120121048774;38;29;40;37;37;45;44;40;;;;;
286;SABER1120121048775;50;43;42;26;37;44;9;35;;;;;
313;SABER1120121048776;44;47;36;34;49;41;36;26;;;;;
373;SABER1120121048777;46;60;44;34;53;45;44;47;;;;;
395;SABER1120121048778;52;49;42;48;55;49;57;43;;;;;
264;SABER1120121048779;36;25;28;39;34;33;29;40;;;;;
270;SABER1120121048780;41;18;46;31;39;18;32;45;;;;;
313;SABER1120121048781;38;37;42;37;44;38;42;35;;;;;
276;SABER1120121048782;35;33;36;22;44;38;33;35;;;;;
323;SABER1120121048783;46;34;36;39;42;39;47;40;;;;;
352;SABER1120121048784;48;40;42;41;44;38;52;47;;;;;
279;SABER1120121048785;35;37;42;30;26;38;40;31;;;;;
336;SABER1120121048786;41;49;46;29;48;44;42;37;;;;;
292;SABER1120121048787;48;30;33;41;33;39;39;29;;;;;
293;SABER1120121048788;48;46;31;22;44;49;33;20;;;;;
356;SABER1120121048789;38;59;49;31;55;45;36;43;;;;;
311;SABER1120121048790;52;37;38;33;49;35;24;43;;;;;
315;SABER1120121048791;46;34;36;26;48;47;39;39;;;;;
340;SABER1120121048792;52;37;48;30;49;44;43;37;;;;;
379;SABER1120121048793;52;49;51;47;46;41;51;42;;;;;
411;SABER1120121048794;57;57;49;45;51;52;57;43;;;;;
352;SABER1120121048795;48;43;44;34;42;54;44;43;;;;;
410;SABER1120121048796;59;65;47;57;49;43;48;42;;;;;
326;SABER1120121048797;50;40;44;34;46;47;39;26;;;;;
421;SABER1120121048798;59;49;52;44;63;55;54;45;;;;;
400;SABER1120121048799;56;49;53;48;39;56;39;60;;;;;
501;SABER1120121048800;61;68;66;48;66;61;72;59;;;;;
437;SABER1120121048801;63;65;56;52;56;55;48;42;;;;;
390;SABER1120121048802;52;43;52;39;49;41;42;72;;;;;
417;SABER1120121048803;50;40;57;47;61;46;51;65;;;;;
369;SABER1120121048804;54;51;44;44;46;45;42;43;;;;;
465;SABER1120121048805;59;68;53;58;55;56;55;61;;;;;
422;SABER1120121048806;61;46;54;55;61;57;46;42;;;;;
458;SABER1120121048807;59;79;47;53;58;56;66;40;;;;;
426;SABER1120121048808;59;57;55;58;55;45;55;42;;;;;
452;SABER1120121048809;61;63;55;36;55;54;82;46;;;;;
459;SABER1120121048810;59;68;53;58;58;54;66;43;;;;;
446;SABER1120121048811;61;68;52;54;56;59;59;37;;;;;
388;SABER1120121048812;46;46;52;48;57;56;44;39;;;;;
430;SABER1120121048813;52;68;57;55;48;49;54;47;;;;;
400;SABER1120121048814;54;43;50;34;53;58;63;45;;;;;
414;SABER1120121048815;52;59;40;46;55;50;59;53;;;;;
426;SABER1120121048816;65;57;58;54;53;48;39;52;;;;;
438;SABER1120121048817;57;57;58;45;56;59;66;40;;;;;
423;SABER1120121048818;56;54;56;48;53;56;57;43;;;;;
436;SABER1120121048819;57;59;58;43;48;52;49;70;;;;;
351;SABER1120121048820;48;37;46;43;49;50;47;31;;;;;
371;SABER1120121048821;66;54;50;37;39;48;42;35;;;;;
399;SABER1120121048822;54;57;46;39;53;43;52;55;;;;;
391;SABER1120121048823;59;49;48;43;46;50;54;42;;;;;
384;SABER1120121048824;54;46;47;53;37;45;47;55;;;;;
365;SABER1120121048825;48;43;47;43;46;49;52;37;;;;;
351;SABER1120121048826;61;46;50;34;39;32;47;42;;;;;
362;SABER1120121048827;48;49;42;37;55;47;49;35;;;;;
364;SABER1120121048828;63;40;53;39;48;42;42;37;;;;;
417;SABER1120121048829;54;54;62;40;46;57;54;50;;;;;
380;SABER1120121048830;52;55;48;39;46;56;44;40;;;;;
354;SABER1120121048831;50;43;40;41;47;47;43;43;;;;;
376;SABER1120121048832;52;43;60;46;46;49;29;51;;;;;
372;SABER1120121048833;44;51;44;48;44;44;42;55;;;;;
345;SABER1120121048834;48;40;42;43;42;40;29;61;;;;;
393;SABER1120121048835;59;59;44;53;49;45;47;37;;;;;
497;SABER1120121048836;69;68;58;68;60;56;57;61;;;;;
367;SABER1120121048837;56;44;44;29;53;49;52;40;;;;;
413;SABER1120121048838;59;57;50;52;53;61;48;33;;;;;
416;SABER1120121048839;52;52;60;46;51;54;54;47;;;;;
316;SABER1120121048840;41;46;40;34;33;45;42;35;;;;;
328;SABER1120121048841;44;40;42;36;44;43;39;40;;;;;
296;SABER1120121048842;46;25;44;33;34;45;29;40;;;;;
460;SABER1120121048843;54;71;56;48;53;60;66;52;;;;;
299;SABER1120121048844;41;43;31;26;36;50;29;43;;;;;
438;SABER1120121048845;52;55;53;55;55;62;59;47;;;;;
393;SABER1120121048846;63;49;56;52;46;48;42;37;;;;;
317;SABER1120121048847;44;40;38;39;37;44;44;31;;;;;
288;SABER1120121048848;35;46;33;32;44;39;28;31;;;;;
356;SABER1120121048849;56;49;49;36;40;35;46;45;;;;;
359;SABER1120121048850;52;40;52;34;48;44;44;45;;;;;
494;SABER1120121048851;56;59;64;57;53;63;62;80;;;;;
